
8892,"New {0}","{0} ใหม่",Translated
8897,"No","",Untranslated
8901,"No Data","",Untranslated
8905,"No Employee Found","",Untranslated
8909,"No Employee found for the given employee field value. '{}': {}","",Untranslated
8913,"No Employees Selected","",Untranslated
8917,"No Interview has been scheduled.","",Untranslated
8921,"No Leave Period Found","",Untranslated
8925,"No Leaves Allocated to Employee: {0} for Leave Type: {1}","",Untranslated
8929,"No Salary Slip found for Employee: {0}","",Untranslated
8933,"No Salary Structure Assignment found for employee {0} on or before {1}","",Untranslated
8937,"No Salary Structure assigned to Employee {0} on the given date {1}","",Untranslated
8941,"No Salary Structures","",Untranslated
8945,"No Shift Requests Selected","",Untranslated
8949,"No Staffing Plans found for this Designation","",Untranslated
8953,"No active employee found associated with the email ID {0}. Try logging in with your employee email ID or contact your HR manager for access.","",Untranslated
8957,"No active or default Salary Structure found for employee {0} for the given dates","",Untranslated
8961,"No additional expenses has been added","",Untranslated
8965,"No advances found","",Untranslated
8969,"No applicable Earning component found in last salary slip for Gratuity Rule: {0}","",Untranslated
8973,"No applicable Earning components found for Gratuity Rule: {0}","",Untranslated
8977,"No applicable slab found for the calculation of gratuity amount as per the Gratuity Rule: {0}","",Untranslated
8981,"No attendance records found for this criteria.","",Untranslated
8985,"No attendance records found.","",Untranslated
8989,"No attendance records to create","",Untranslated
8993,"No changes found in timings.","",Untranslated
8997,"No employees found","",Untranslated
9001,"No employees found for the mentioned criteria:<br>Company: {0}<br> Currency: {1}<br>Payroll Payable Account: {2}","",Untranslated
9005,"No employees found for the selected criteria","",Untranslated
9009,"No employees found with selected filters and active salary structure","",Untranslated
9013,"No expenses added","",Untranslated
9017,"No feedback has been received yet","",Untranslated
9021,"No items selected","",Untranslated
9025,"No leave record found for employee {0} on {1}","",Untranslated
9029,"No leaves have been allocated.","",Untranslated
9034,"No more updates","",Untranslated
9038,"No of. Positions","",Untranslated
9042,"No record found","ไม่พบบันทึก",Translated
9046,"No replies from","",Untranslated
9050,"No salary slip found to submit for the above selected criteria OR salary slip already submitted","",Untranslated
9054,"No salary slips found","",Untranslated
9058,"No taxes added","",Untranslated
9062,"No valid shift found for log time","",Untranslated
9066,"No {0} Selected","",Untranslated
9070,"No {0} added","",Untranslated
9076,"No {0} found","ไม่พบ {0}",Translated
9081,"Non Diary","",Untranslated
9085,"Non Taxable Earnings","",Untranslated
9089,"Non-Billed Hours","",Untranslated
9094,"Non-Billed Hours (NB)","",Untranslated
9100,"Non-Encashable Leaves","",Untranslated
9111,"Non-Vegetarian","",Untranslated
9115,"Not Allowed","ไม่อนุญาต",Translated
9120,"Not Permitted","ไม่ได้รับอนุญาต",Translated
9124,"Not Started","ยังไม่ได้เริ่ม",Translated
9129,"Note","หมายเหตุ",Translated
9133,"Note: Shift will not be overwritten in existing attendance records","",Untranslated
9137,"Note: Total allocated leaves {0} shouldn't be less than already approved leaves {1} for the period","",Untranslated
9144,""Note: Your salary slip is password protected, the password to unlock the PDF is of the format {0}."","",Untranslated
9148,"Notes","บันทึก",Translated
9152,"Nothing to change","",Untranslated
9156,"Notice Period","",Untranslated
9160,"Notification Template","",Untranslated
9169,"Notifications","การแจ้งเตือน",Translated
9174,"Notify users by email","",Untranslated
9179,"Nov","",Untranslated
9185,"Number Of Employees","",Untranslated
9191,"Number Of Positions","",Untranslated
9197,"Number of Withholding Cycles","",Untranslated
9201,"Number of leaves eligible for encashment based on leave type settings","",Untranslated
9205,"OTP Code","",Untranslated
9210,"OTP Verification","",Untranslated
9215,"OUT","",Untranslated
9220,"Obtained Average Rating","",Untranslated
9225,"Oct","",Untranslated
9229,"Odometer Reading","",Untranslated
9233,"Odometer Value","",Untranslated
9238,"Off-Shift","",Untranslated
9244,"Off-shift","",Untranslated
9252,"Offer Date","",Untranslated
9257,"Offer Term","",Untranslated
9262,"Offer Terms","",Untranslated
9266,"Old Parent","",Untranslated
9271,"On Date","",Untranslated
9276,"On Duty","",Untranslated
9282,"On Hold","",Untranslated
9287,"On Leave","",Untranslated
9293,"Onboarding","",Untranslated
9299,"Onboarding Activities","",Untranslated
9303,"Onboarding Begins On","",Untranslated
9307,"Only Approvers can Approve this Request.","",Untranslated
9311,"Only Completed documents can be submitted","",Untranslated
9315,"Only Employee Grievance with status {0} or {1} can be submitted","",Untranslated
9319,"Only Interviewer Are allowed to submit Interview Feedback","",Untranslated
9323,"Only Interviews with Cleared or Rejected status can be submitted.","",Untranslated
9327,"Only Leave Applications with status 'Approved' and 'Rejected' can be submitted","",Untranslated
9332,"Only Shift Request with status 'Approved' and 'Rejected' can be submitted","",Untranslated
9336,"Only Tax Impact (Cannot Claim But Part of Taxable Income)","",Untranslated
9340,"Only expired allocation can be cancelled","",Untranslated
9344,"Only interviewers can submit feedback","",Untranslated
9348,"Only users with the {0} role can create backdated leave applications","",Untranslated
9364,"Only {0} Goals can be {1}","",Untranslated
9369,"Open","",Untranslated
9373,"Open & Approved","",Untranslated
9377,"Open Feedback","",Untranslated
9381,"Open Now","",Untranslated
9387,"Opening Balance","",Untranslated
9392,"Opening Balances","",Untranslated
9396,"Opening closed.","",Untranslated
9400,"Optional Holiday List not set for leave period {0}","",Untranslated
9405,"Optional Leaves are holidays that Employees can choose to avail from a list of holidays published by the company.","",Untranslated
9409,"Orange","สีส้ม",Translated
9419,"Organizational Chart","",Untranslated
9424,"Other Details","รายละเอียดอื่นๆ",Translated
9430,"Other Reports","",Untranslated
9436,"Other Settings","การตั้งค่าอื่นๆ",Translated
9440,"Other Taxes and Charges","",Untranslated
9446,"Others","",Untranslated
9451,"Out Time","",Untranslated
9456,"Out of 5","",Untranslated
9460,"Outgoing Salary","",Untranslated
9464,"Outstanding Amount","จำนวนเงินค้างชำระ",Translated
9468,"Over Allocation","",Untranslated
9472,"Overall Average Rating","",Untranslated
9476,"Overlapping Attendance Request","",Untranslated
9480,"Overlapping Shift Attendance","",Untranslated
9484,"Overlapping Shift Requests","",Untranslated
9498,"Overlapping Shifts","",Untranslated
9506,"Overview","ภาพรวม",Translated
9511,"Overwrite Salary Structure Amount","",Untranslated
9515,"Owned","เป็นเจ้าของ",Translated
9519,"PAN Number","",Untranslated
9523,"PF Account","",Untranslated
9527,"PF Amount","",Untranslated
9532,"PF Loan","",Untranslated
9549,"PWA Notification","",Untranslated
9561,"Paid","ชำระแล้ว",Translated
9567,"Paid Amount","จำนวนเงินที่ชำระแล้ว",Translated
9571,"Paid via Salary Slip","",Untranslated
9576,"Parameter","พารามิเตอร์",Translated
9580,"Parent Goal","",Untranslated
9584,"Part-time","",Untranslated
9589,"Partial Success","สำเร็จบางส่วน",Translated
9595,""Partially Sponsored, Require Partial Funding"","",Untranslated
9600,"Partly Claimed and Returned","",Untranslated
9604,"Passport Number","หมายเลขหนังสือเดินทาง",Translated
9609,"Password","รหัสผ่าน",Translated
9613,"Password Policy","",Untranslated
9617,"Password policy cannot contain spaces or simultaneous hyphens. The format will be restructured automatically","",Untranslated
9629,"Password policy for Salary Slips is not set","",Untranslated
9635,"Pay Against Benefit Claim","",Untranslated
9640,"Pay Via Payment Entry","",Untranslated
9649,"Pay via Salary Slip","",Untranslated
9653,"Payable Account","บัญชีเจ้าหนี้",Translated
9659,"Payable Account is mandatory to submit an Expense Claim","",Untranslated
9667,"Payables","เจ้าหนี้",Translated
9674,"Payment","การชำระเงิน",Translated
9678,"Payment Account","บัญชีการชำระเงิน",Translated
9682,"Payment Account is mandatory","",Untranslated
9689,"Payment Date","",Untranslated
9695,"Payment Days","",Untranslated
9699,"Payment Days Calculation Help","",Untranslated
9703,"Payment Days Dependency","",Untranslated
9712,"Payment Days calculations are based on these Payroll Settings","",Untranslated
9717,"Payment Entry","รายการชำระเงิน",Translated
9721,"Payment and Accounting","",Untranslated
9730,"Payment of {0} from {1} to {2}","",Untranslated
9734,"Payroll","",Untranslated
9738,"Payroll Based On","",Untranslated
9744,"Payroll Cost Center","",Untranslated
9749,"Payroll Cost Centers","",Untranslated
9758,"Payroll Dashboard","",Untranslated
9763,"Payroll Date","",Untranslated
9774,"Payroll Employee Detail","",Untranslated
9778,"Payroll Entry","รายการบัญชีเงินเดือน",Translated
9790,"Payroll Entry cancellation is queued. It may take a few minutes","",Untranslated
9796,"Payroll Frequency","",Untranslated
9800,"Payroll Info","",Untranslated
9806,"Payroll Number","",Untranslated
9818,"Payroll Payable","เงินเดือนค้างจ่าย",Translated
9838,"Payroll Payable Account","",Untranslated
9843,"Payroll Period","",Untranslated
9850,"Payroll Period Date","",Untranslated
9855,"Payroll Periods","",Untranslated
9862,"Payroll Reports","",Untranslated
9866,"Payroll Settings","",Untranslated
9870,"Payroll date can not be greater than employee's relieving date.","",Untranslated
9887,"Payroll date can not be less than employee's joining date.","",Untranslated
9893,"Pending","",Untranslated
9898,"Pending (unpaid) amount from previous advances","",Untranslated
9902,"Pending Amount","",Untranslated
9906,"Pending Asset Returns","",Untranslated
9910,"Pending FnF","",Untranslated
9914,"Pending Interviews","",Untranslated
9920,"Pending Questionnaires","",Untranslated
9926,"Percent","",Untranslated
9931,"Percent Deduction","",Untranslated
9936,"Percentage (%)","",Untranslated
9940,"Performance","",Untranslated
9944,"Permanently cancel {0}","",Untranslated
9949,"Permanently submit {0}","",Untranslated
9953,"Phone Number","หมายเลขโทรศัพท์",Translated
9958,"Piecework","",Untranslated
9963,"Pink","สีชมพู",Translated
9967,"Planned number of Positions","",Untranslated
9971,"Please Enable Auto Attendance and complete the setup first.","",Untranslated
9975,"Please Select Company First","",Untranslated
9979,"Please add the remaining benefits {0} to any of the existing component","",Untranslated
9983,"Please add the remaining benefits {0} to the application as pro-rata component","",Untranslated
9987,"Please assign a Salary Structure for Employee {0} applicable from or before {1} first","",Untranslated
9991,"Please check if employee is on leave or attendance with the same status exists for selected day(s).","",Untranslated
9995,"Please confirm once you have completed your training","",Untranslated
9999,"Please create a new {0} for the date {1} first.","",Untranslated
10003,"Please delete the Employee {0} to cancel this document","",Untranslated
10007,"Please enable default incoming account before creating Daily Work Summary Group","",Untranslated
10011,"Please enter the designation","",Untranslated
10015,"Please reduce {0} to avoid shift time overlapping with itself","",Untranslated
10019,"Please see attachment","",Untranslated
10023,"Please select Company and Designation","",Untranslated
10028,"Please select Employee","",Untranslated
10032,"Please select Employee first.","",Untranslated
10036,"Please select From Date and Payroll Frequency first","",Untranslated
10040,"Please select From Date.","",Untranslated
10044,"Please select Shift Schedule and assignment date(s).","",Untranslated
10048,"Please select Shift Type and assignment date(s).","",Untranslated
10052,"Please select a Company","โปรดเลือกบริษัท",Translated
10057,"Please select a company first","",Untranslated
10061,"Please select a company first.","",Untranslated
10065,"Please select a csv file","",Untranslated
10069,"Please select a date.","",Untranslated
10073,"Please select an Applicant","",Untranslated
10077,"Please select at least one Shift Request to perform this action.","",Untranslated
10081,"Please select at least one employee to perform this action.","",Untranslated
10085,"Please select at least one row to perform this action.","",Untranslated
10090,"Please select company.","",Untranslated
10094,"Please select employee first","",Untranslated
10098,"Please select employees to create appraisals for","",Untranslated
10102,"Please select half day attendance status.","",Untranslated
10106,"Please select month and year.","",Untranslated
10110,"Please select the Appraisal Cycle first.","",Untranslated
10114,"Please select the attendance status.","",Untranslated
10118,"Please select the employees you want to mark attendance for.","",Untranslated
10122,"Please select the salary slips to email","",Untranslated
10126,"Please select {0}","โปรดเลือก {0}",Translated
10130,""Please set \""Default Payroll Payable Account\"" in Company Defaults"","",Untranslated
10134,"Please set Basic and HRA component in Company {0}","",Untranslated
10138,"Please set Earning Component for Leave type: {0}.","",Untranslated
10142,"Please set Payroll based on in Payroll settings","",Untranslated
10147,"Please set Relieving Date for employee: {0}","",Untranslated
10151,"Please set a Default Cash Account in Company defaults","",Untranslated
10155,"Please set account in Salary Component {0}","",Untranslated
10159,"Please set default template for Leave Approval Notification in HR Settings.","",Untranslated
10163,"Please set default template for Leave Status Notification in HR Settings.","",Untranslated
10167,"Please set the Appraisal Template for all the {0} or select the template in the Employees table below.","",Untranslated
10171,"Please set the Company","",Untranslated
10175,"Please set the Date Of Joining for employee {0}","",Untranslated
10180,"Please set the Holiday List.","",Untranslated
10184,"Please set the relieving date for employee {0}","",Untranslated
10188,"Please set {0} and {1} in {2}.","",Untranslated
10192,"Please set {0} for Employee {1}","",Untranslated
10197,"Please set {0} for the Employee: {1}","",Untranslated
10201,"Please set {0}.","",Untranslated
10205,"Please setup Employee Naming System in Human Resource > HR Settings","",Untranslated
10209,"Please setup numbering series for Attendance via Setup > Numbering Series","",Untranslated
10213,"Please share your feedback to the training by clicking on 'Training Feedback' and then 'New'","",Untranslated
10217,"Please specify the job applicant to be updated.","",Untranslated
10221,""Please specify {0} and {1} (if any), for the correct tax calculation in future salary slips."","",Untranslated
10225,"Please submit the {0} before marking the cycle as Completed","",Untranslated
10230,"Please update your status for this training event","",Untranslated
10255,"Posted On","",Untranslated
10260,"Posting Date","วันที่โพสต์",Translated
10266,"Posting date","",Untranslated
10285,"Preferred Area for Lodging","",Untranslated
10289,"Present","",Untranslated
10295,"Present Records","",Untranslated
10301,"Prevent self approval for leaves even if user has permissions","",Untranslated
10306,"Preview Salary Slip","",Untranslated
10311,"Principal Amount","",Untranslated
10315,"Print Heading","หัวข้อการพิมพ์",Translated
10320,"Printed On {0}","",Untranslated
10324,"Printing Details","รายละเอียดการพิมพ์",Translated
10328,"Privilege Leave","",Untranslated
10332,"Probation","",Untranslated
10337,"Probationary Period","",Untranslated
10344,"Process Attendance After","",Untranslated
10350,"Process Payroll Accounting Entry based on Employee","",Untranslated
10355,"Process Requests","",Untranslated
10361,"Process Shift Requests","",Untranslated
10365,"Process leave encashment via a separate Payment Entry instead of Salary Slip","",Untranslated
10369,"Process {0} Shift Request(s) as <b>{1}</b>?","",Untranslated
10373,"Processing Requests","",Untranslated
10377,"Processing Requests...","",Untranslated
10384,"Processing of Shift Requests has been queued. It may take a few minutes.","",Untranslated
10389,"Professional Tax Deductions","",Untranslated
10393,"Proficiency","",Untranslated
10397,"Profile","โปรไฟล์",Translated
10402,"Profit","",Untranslated
10422,"Progress","ความคืบหน้า",Translated
10429,"Project","โครงการ",Translated
10434,"Project Profitability","",Untranslated
10439,"Promotion","",Untranslated
10444,"Promotion Date","",Untranslated
10448,"Property","คุณสมบัติ",Translated
10455,"Property already added","",Untranslated
10461,"Provident Fund Deductions","",Untranslated
10466,"Publish Applications Received","",Untranslated
10471,"Publish Salary Range","",Untranslated
10476,"Publish on website","",Untranslated
10482,"Purpose","วัตถุประสงค์",Translated
10492,"Purpose & Amount","",Untranslated
10496,"Purpose of Travel","",Untranslated
10500,"Push Notification permission denied","",Untranslated
10504,"Push notifications disabled","",Untranslated
10512,"Push notifications have been disabled on your site","",Untranslated
10518,"Quarterly","รายไตรมาส",Translated
10523,"Questionnaire Email Sent","",Untranslated
10535,"Queued","อยู่ในคิว",Translated
10539,"Quick Filters","",Untranslated
10544,"Quick Links","",Untranslated
10549,"Radius within which check-in is allowed (in meters)","",Untranslated
10554,"Raised By","",Untranslated
10559,"Rate","",Untranslated
10567,"Rate Goals Manually","",Untranslated
10572,"Rating","",Untranslated
10579,"Rating Criteria","",Untranslated
10584,"Ratings","",Untranslated
10589,"Re-allocate Leaves","",Untranslated
10607,"Read","",Untranslated
10612,"Reason","เหตุผล",Translated
10618,"Reason for Requesting","",Untranslated
10622,"Reason for Withholding Salary","",Untranslated
10628,"Reason for skipping auto attendance:","",Untranslated
10632,"Receivables","ลูกหนี้",Translated
10636,"Recent Attendance Requests","",Untranslated
10640,"Recent Expenses","",Untranslated
10644,"Recent Leaves","",Untranslated
10650,"Recent Shift Requests","",Untranslated
10655,"Recommended for a single biometric device / checkins via mobile app","",Untranslated
10660,"Recover Cost","",Untranslated
10669,"Recruitment","",Untranslated
10674,"Recruitment Analytics","",Untranslated
10681,"Red","สีแดง",Translated
10689,"Reference","อ้างอิง",Translated
10698,"Reference Document","เอกสารอ้างอิง",Translated
10711,"Reference Document Name","ชื่อเอกสารอ้างอิง",Translated
10718,"Reference Document Type","ประเภทเอกสารอ้างอิง",Translated
10727,"Reference: {0}","",Untranslated
10733,"References","การอ้างอิง",Translated
10739,"Referral Bonus Payment Status","",Untranslated
10744,"Referral Details","",Untranslated
10750,"Referrer","ผู้แนะนำ",Translated
10755,"Referrer Details","",Untranslated
10761,"Referrer Name","",Untranslated
10767,"Reflections","",Untranslated
10772,"Refuelling Details","",Untranslated
10776,"Reject","ปฏิเสธ",Translated
10800,"Reject Employee Referral","",Untranslated
10804,"Rejected","ถูกปฏิเสธ",Translated
10808,"Rejection","",Untranslated
10813,"Release Withheld Salaries","",Untranslated
10822,"Released","",Untranslated
10828,"Relieving Date","วันที่ปลดปล่อย",Translated
10833,"Relieving Date ","",Untranslated
10837,"Relieving Date Missing","",Untranslated
10843,"Reload","โหลดใหม่",Translated
10851,"Remaining Benefits (Yearly)","",Untranslated
10856,"Remark","ข้อสังเกต",Translated
10861,"Remarks","ข้อสังเกต",Translated
10866,"Remind Before","",Untranslated
10872,"Reminded","",Untranslated
10878,"Reminder","การเตือน",Translated
10884,"Reminders","",Untranslated
10889,"Remove if Zero Valued","",Untranslated
10893,"Rented Car","",Untranslated
10897,"Reopen","เปิดใหม่",Translated
10901,"Repay From Salary","",Untranslated
10907,"Repay From Salary can be selected only for term loans","",Untranslated
10912,"Repay Unclaimed Amount from Salary","",Untranslated
10917,"Repeat On Days","",Untranslated
10921,"Replied","ตอบกลับแล้ว",Translated
10939,"Replies","",Untranslated
10948,"Reports","รายงาน",Translated
10952,"Reports To","",Untranslated
10956,"Request Attendance","",Untranslated
10960,"Request Leave","",Untranslated
10965,"Request a Leave","",Untranslated
10970,"Request a Shift","",Untranslated
10977,"Request an Advance","",Untranslated
10982,"Requested By","",Untranslated
10987,"Requested By (Name)","",Untranslated
10991,"Require Full Funding","",Untranslated
10997,"Required Skills","",Untranslated
11001,"Required for Employee Creation","",Untranslated
11005,"Reschedule Interview","",Untranslated
11011,"Reset Password","",Untranslated
11016,"Resignation Letter Date","วันที่จดหมายลาออก",Translated
11024,"Resolution Date","วันที่แก้ไขปัญหา",Translated
11029,"Resolution Details","รายละเอียดการแก้ไขปัญหา",Translated
11034,"Resolved","แก้ไขแล้ว",Translated
11038,"Resolved By","แก้ไขโดย",Translated
11044,"Responsibilities","",Untranslated
11050,"Restrict Backdated Leave Application","",Untranslated
11058,"Result","ผลลัพธ์",Translated
11063,"Resume","ดำเนินการต่อ",Translated
11070,"Resume Attachment","",Untranslated
11075,"Resume Link","",Untranslated
11079,"Resume link","",Untranslated
11086,"Retained","",Untranslated
11091,"Retention Bonus","",Untranslated
11097,"Retirement Age (In Years)","",Untranslated
11101,"Return","คืน",Translated
